"control_number","session_number","session_type","abstract_title","author_block","abstract_body","abstract_type","abstract_scientific_area","abstract_clinical_area"
"ASC20160277","07.06","QuickShot","Defect Reduction And Quality Improvement Through Lean Management Of Rigid Endoscopy Equipment","W. Stehr<sup>1</sup>, E. K. Sinclair<sup>2</sup>  <sup>1</sup>UCSF Benioff Children's Hospital Oakland,Division Of Pediatric Surgery,Oakland, CA, USA <sup>2</sup>UCSF Benioff Children's Hospital Oakland,Quality Built In,Oakland, CA, USA","<strong>Introduction</strong>:  Rigid bronchoscopy and rigid esophagoscopy for removal of foreign bodies, are delicate and often emergent procedures.  The equipment needed for these procedures is complex and very much dependent on the size of the patients. Many hospitals encounter challenges related to the management, maintenance and emergent assembly of this equipment.  For the past 30 years this equipment at our Children's Hospital was maintained in an 'endoscopy cart' with 6 drawers. Similar items like lenses or graspers were collocated in the same drawer. This system was prone to problems, as the instruments in the drawers were difficult to manage. The cart was located outside of the Sterile Processing Department (SPD), which led to a lot of variability and required additional operators for maintenance. It was our goal to create a safer and more standardized way of maintaining this equipment using the Toyota Lean management principles.                   <br><br><strong>Methods</strong>:   As a surrogate measure of motion and possible breakage, we measured the number of drawers that needed to be opened and how many lenses and instruments needed to be touched for a setup. We also measured whether the operating room (OR) technician was able to produce a functioning setup for a patient of a certain age and weight, and the time to completion of the setup.  We then performed a 2 day workshop including surgeons, staff from OR and SPD, following the Toyota Lean principles and subsequently repeated the measurements. <br><br><strong>Results</strong>:  We performed (n=7) pre-workshop measures. These showed averages of 9.7 drawers opened, 4.6 lenses touched, 9.7 instruments touched, and a time to setup of  325 seconds. None of the setups were functional.   After observation of the process the system was changed to a mobile open-shelf system containing patient-age specific instrument trays. The age groups (0-6 months; over 6 months) were chosen based on our utilization over the past 2 years. Matching sizes of lenses, scopes and graspers were color labeled and collocated in the trays.  Immediately after the improvement workshop, different OR technicians produced the following numbers: For a complete setup 0 drawers needed to be opened, 2 lenses touched, 4 instruments touched, and average time to setup was reduced to 105 seconds. All setups were functional.  These improvements have been sustained for 2 years.<br><br><strong>Conclusion</strong>:  Despite initial hesitancy to change an established but broken system, this improvement work was made possible through engagement of the key stakeholders. We applied Toyota Lean principles (visual management, kit building, less over processing and elimination of waste) to mistake proof the management and assembly of this delicate and high-risk endoscopy equipment. Our work lead to a 3fold reduction of setup time and 100% improvement of defect free equipment assembly.  The new tray system requires less time for management and setup and has reduced the defect rate, even by less experienced operators, to near zero.","Outcomes/Clinical","Patient Safety and Quality","Cross Disciplinary"
"ASC20160379","07.07","QuickShot","Improving Quality Improvement Knowledge and Engagement Through Mentorship","R. L. Hoffman<sup>1</sup>, R. R. Kelz<sup>1</sup>  <sup>1</sup>Hospital Of The University Of Pennsylvania,Philadelphia, PA, USA","<strong>Introduction</strong>:  Multiple competing priorities make integrating busy surgical residents into quality improvement (QI) activities very difficult. We sought to create a mentorship program in order to create a bi-directional forum for increasing QI awareness and knowledge and to facilitate a culture of continuous quality improvement.<br><br><strong>Methods</strong>:  At the start of the 2014 academic year, a natural experiment in quality education was performed. Each PGY1 categorical surgical resident in a large university-based academic program was paired with a faculty mentor who was also a representative to a unit-based clinical leadership (UBCL) team. The ACS NSQIP QITI Practical QI Curriculum was distributed to both faculty and residents and participation in QI activities was encouraged, however no additional didactics were given. A 15-point surgery-specific modified QI-Knowledge Application Tool was administered at the start and end of the year. Informal feedback on participation in QI activities was also solicited.<br><br><strong>Results</strong>: On average, the 7 pairs met four times over a 9 month period. Fourteen participants completed the pre-program knowledge test, 10 completed the post-test. There was significant improvement over the time period (mean pre: 10.4 (2.6), post: 12.2 (1.3) p&lt;0.05). Mentors had a higher mean pre-program score (11.3) than residents (9.4, p=0.2), but residents had higher mean post-program scores (12.6 vs 11.8, p=0.4). All participants demonstrated an improved understanding of the importance of risk-adjustment in benchmarking (57% pre, 100% post). Participant responses illustrated the fundamental need for data in the QI process, but lacked a practical understand of discrete data sources. Five of 7 residents attended UBCL meetings and had QI projects in development. Surgical trainees reported difficulty with consistent attendance at UBCL meetings given constraints on time.<br><br><strong>Conclusion</strong>: Involvement of resident and faculty pairs has a tremendous potential to influence the development of a sustainable culture of quality within a program. By facilitating faculty-resident mentorship with a QI focus, knowledge for both parties improves, and clinically active residents can be successfully incorporated into the QI structure. Next steps will focus on building a didactic component to enhance delivery of the curriculum and validation of the assessment tool.","Outcomes/Clinical","Patient Safety and Quality","Cross Disciplinary"
"ASC20160123","07.08","QuickShot","ACGME Duty Hour Reforms Do Not Impact Outcomes in General and Vascular Surgical Patients","N. Tehrani<sup>1</sup>, S. Wetzel<sup>1</sup>, M. John<sup>1</sup>, H. Sanfey<sup>1</sup>, S. Desai<sup>1</sup>  <sup>1</sup>Southern Illinois University School Of Medicine,Springfield, IL, USA","<strong>Introduction</strong>: Outcomes associated with the 2003 and 2011 Accreditation Council for Graduate Medical Education (ACGME) duty hour reforms have not been evaluated for patients undergoing index general and vascular surgical procedures. The aim of this study was to evaluate the association between the 2003 and 2011 ACGME duty hour reforms with operative complications, length of stay, mortality, and cost of care. The association between month of the year and outcomes was also evaluated.<br><br><strong>Methods</strong>: The 1998-2012 National Inpatient Sample (NIS) was used to identify patients with acute cholecystitis who underwent laparoscopic cholecystectomy, unruptured abdominal aortic aneurysm (AAA) who underwent open repair, or right-sided colon cancer who underwent open right hemicolectomy (RHC). Only teaching hospitals were included in the sample. Patients transferred from another institution, emergency cases, and ruptured AAA were excluded. Control charts and special cause variation were utilized to identify variance in outcomes of over three standard deviations by month and year.<br><br><strong>Results</strong>:A total of 15,762 patients underwent laparoscopic cholecystectomy, 23,840 underwent open AAA, and 20,255 underwent RHC over the study period. The overall rate of operative complications decreased in the post-2011 duty hour reform period compared to the post-2003 and pre-duty hour reform periods (P&lt;0.05). LOS also decreased for laparoscopic cholecystectomy and RHC (P&lt;0.05), and also decreased for open AAA once a risk-adjusted analysis was completed (P&lt;0.05). Inpatient mortality and cost of care were not significantly different between the various years for each surgical procedure. Special cause variations of over three standard deviations were not related to either ACGME duty hour reforms or month of the year.<br><br><strong>Conclusion</strong>:While there was a decrease in the rate of complications and LOS over time, there was not an association with the institution of ACGME duty hour reforms in either 2003 or 2011, indicating that these changes likely happened for other reasons (i.e. improvement in quality of care, refinement of surgical procedures, etc.). There is also no association between month of the year and patient outcomes, indicating that any positive or negative impact upon patients of interns starting their training is negligible.","Outcomes/Clinical","Patient Safety and Quality","Cross Disciplinary"
"ASC20160341","07.09","QuickShot","Outpatient Infusion Protocol Decreases Readmission Rates in Post-operative Bariatric Patients","J. L. Salluzzo<sup>1</sup>, J. Moore<sup>2</sup>, L. Burke<sup>2</sup>, K. E. Roberts<sup>1</sup>, G. Nadzam<sup>1</sup>, A. J. Duffy<sup>1</sup>  <sup>1</sup>Yale University School Of Medicine,Gastrointestinal Surgery,New Haven, CT, USA <sup>2</sup>Yale New Haven Hospital,Gastrointestinal Surgery,New Haven, CT, USA","<strong>Introduction</strong>: Readmission for dehydration is a common complication of bariatric surgery. Preoperative patient education and postoperative diet plans in bariatric surgery centers emphasize strategies to optimize postoperative oral hydration. Despite this, the Metabolic and Bariatric Surgery Quality Improvement Program (MBSAQIP) national database notes readmission rates for dehydration 1.3% and 1% for Laparoscopic Roux-en-y Gastric Bypass(LRYGB), and 1.7% and 1.3% for Laparoscopic Sleeve Gastrectomy(LSG) for 2013 and 2014, respectively. Dehydration after bariatric surgery is a patient safety issue. In addition to clinical concerns, dehydration and associated inpatient medical costs present a financial burden to hospitals.We identified dehydration readmissions as a potentially reducible complication in our institution. In 2014, we initiated a quality improvement project to develop an outpatient rehydration protocol at an infusion center.In addition to standard post-operative follow-up, at-risk patients are identified via routine post-discharge phone calls from bariatric inpatient nurses. The patients are asked screening questions regarding hydration status and oral intake. Patients are then evaluated by bariatric practice APRN. Clinically stable dehydrated patients undergo same day lab work and outpatient fluid resuscitation. A post-infusion evaluation is performed. The patient is followed as an outpatient or admitted to the hospital, as appropriate. We hypothesized that implementation of an outpatient infusion protocol would decrease hospital readmissions related to dehydration in post-bariatric surgical patients. <br><br><strong>Methods</strong>: Retrospective review of patients who underwent LSG and LRYGB at an academic teaching hospital in 2013 and 2014 who presented with dehydration. The number of readmissions for dehydration in 2013 (pre protocol) and 2014 (post protocol) was determined, as was the number of patients managed via the infusion center. These data are compared to MBSAQIP national data. <br><br><strong>Results</strong>:In 2013, 3.0% of LRYGB (5 of 164) patients and 2.4% of LSG (5 of 212) patients required readmission for dehydration (2.6% overall).  After implementation of the infusion center in 2014, 13 patients were identified in screening: 2 were readmitted directly, on protocol, 11 patients were referred for infusions; 7 were managed as outpatients, 4 were readmitted.    0.9% of LRYGB (1 of 110) patients and 1.7% of LSG (5 of 303) patients required readmission (1.45% overall).<br><br><strong>Conclusion</strong>:Implementation of a coordinated outpatient rehydration protocol for post-bariatric surgical patients reduced the readmissions at our institution by 40% (44% rate reduction).  These rates of readmission compares favorably to national risk-adjusted MBSAQIP benchmarks. We anticipate institutional cost savings from adoption of this protocol.","Outcomes/Clinical","Patient Safety and Quality","Cross Disciplinary"
"ASC20161314","07.10","QuickShot","Missed Opportunities for Intervention Prior to Fall in Elderly Patients","C. D. Minifee<sup>1,2</sup>, C. E. Wade<sup>1,2,3</sup>, J. Holcomb<sup>1,2,3</sup>, S. D. Adams<sup>1,2,3</sup>  <sup>1</sup>Center For Translational Injury Research,Houston, TEXAS, USA <sup>2</sup>University Of Texas Health Science Center At Houston,Houston, TX, USA <sup>3</sup>Memorial Hermann Hospital,Trauma Surgery,Houston, TX, USA","<strong>Introduction</strong>:  Approximately 33% of elderly people (aged &ge; 65 years) experience a fall each year. With the rapidly aging population, the incidence of injury from ground level falls has surpassed that for motor vehicle crashes. Although most falls cause minor injuries, 20-30% are severe resulting in significant physical impairment, and elderly hospitalized for severe fall-related injuries have a 50% mortality rate. Many health and environmental factors contribute to fall risk in the elderly, however the most predictive risk factor is a prior fall. The CDC has emphasized the importance of injury prevention through identification of risk and intervention. In patients with severe injuries due to a fall, we determined the incidence of fall assessment and prevention during previous hospital encounters. <br><br><strong>Methods</strong>:  We performed a retrospective review of adult (&ge;65 years of age) trauma patients with severe injury (any AIS &ge; 3) admitted to our Level I center after a ground-level fall in 2014. We reviewed inpatient and clinic records to identify patients with previous admissions to our hospital, and recorded fall risk assessments and prevention efforts.<br><br><strong>Results</strong>: Of 5448 admissions, 214 patients met the inclusion criteria. The median age was 79 (65-98), and 47% were male with an average ISS of 21 (16-42) and mortality 22%.  After chart review, previous admissions were found in 39 (18%), most within 10 years. All 2014 admissions were for severe head injury (AIS &gt; 3) and had a median length of stay of 6 days. Median age was 80 (65-98), 54% were male, and the average ISS was 22 with mortality of 10%. The 39 patients had a total of 66 prior encounters, an average of 1.7 per patient. Prior admissions were for injuries (fall, MVC, stroke) and medical illness (cardiac, cancer, infection). Fall education or intervention was not documented in 68% of the patient encounters and in 4 of the 12 patients with a known history of falls.<br><br><strong>Conclusion</strong>: As people age, physiological changes and illness affect gate and balance, increasing the risk for falls. Patients with falls are known to be at highest risk for subsequent falls, and potentially fatal injury. We have demonstrated that our institution only documented appropriate risk identification and intervention in 46% of high risk patients. Many elderly patients presenting with a major fall-related injury had not received appropriate intervention during previous encounters, which demonstrates a missed opportunity for injury prevention.","Outcomes/Clinical","Patient Safety and Quality","Cross Disciplinary"
"ASC20160625","07.11","QuickShot","Pardon the Interruption: An Observational Study of OR Interruptions","K. M. Caldwell<sup>1</sup>, L. R. Putnam<sup>1,2</sup>, S. Covey<sup>1</sup>, M. Diffley<sup>1</sup>, A. Hildebrandt<sup>1</sup>, A. Minzenmayer<sup>1</sup>, K. T. Anderson<sup>1,2</sup>, A. L. Kawaguchi<sup>1,2</sup>, K. P. Lally<sup>1,2</sup>, K. Tsao<sup>1,2</sup>  <sup>2</sup>Children's Memorial Hermann Hospital,Pediatric Surgery,Houston, TX, USA <sup>1</sup>University Of Texas Health Science Center At Houston,Pediatric Surgery,Houston, TX, USA","<strong>Introduction</strong>:  Teamwork and effective communication are principles of safe patient care, especially in surgery. Distractions in the operating room can impair and/or interrupt these hallmarks as well as increase surgeon stress and fatigue, potentially compromising patient safety. However, little is known about the type and frequency of distractions in operating rooms. We aimed to characterize interruptions in pediatric operating rooms in order to identify areas for intervention.<br><br><strong>Methods</strong>:  Over an eight week period, a prospective, direct observational study was performed by five trained observers in an academic children's hospital. Convenience sampling was performed across all pediatric surgical specialties. The number of phone calls, people entering, pages/text messages, equipment failures, and other events that interrupted workflow were recorded. Interruptions were further defined as essential or non-essential based on their contribution to patient care. Interruptions were analyzed in relation to surgical subspecialty and case duration.<br><br><strong>Results</strong>: 208 operations were observed with a median (interquartile range) operating time of 40 (19-86) minutes. A total of 1,037 interruptions were recorded with a median of 2 (1-5) interruptions per case. People entering the operating room accounted for the highest proportion of interruptions (61%), where approximately one-third were non-essential (30.5%). Overall, 64% of all the interruptions were non-essential to patient care (Figure). In total, 63% of the operations had at least one non-essential interruption. Interruptions were more frequent as case length increased (median per case; &lt;30 min = 1, 31-60 min = 2, 61-120 min = 4, &gt;121 min = 14).<br><br><strong>Conclusion</strong>: Non-essential interruptions are common in pediatric operating rooms. The impact of these distractions on patient safety remains unknown. Although no single interruption was observed to cause direct patient harm, patient safety in the operating room may be optimized through awareness, education, and limiting non-essential interruptions. Future interventions should target eliminating non-essential interruptions and minimizing essential ones through prevention and process improvement.","Outcomes/Clinical","Patient Safety and Quality","Cross Disciplinary"
"ASC20160902","07.12","QuickShot","Clinical Acuity Shorthand System (CLASS) for Surgery: A Standardized Patient Classification Tool","B. F. Gilmore<sup>1</sup>, A. K. Brys<sup>2</sup>, N. S. Nath<sup>2</sup>, K. L. Rialon<sup>1</sup>, M. E. Barfield<sup>1</sup>, G. Pomann<sup>3</sup>, L. Ding<sup>3</sup>, J. Migaly<sup>1</sup>, P. J. Mosca<sup>1</sup>  <sup>1</sup>Duke University Medical Center,Department Of Surgery,Durham, NC, USA <sup>2</sup>Duke University School Of Medicine,Durham, NC, USA <sup>3</sup>Duke University,Department Of Bioinformatics And Biostatistics,Durham, NC, USA","<strong>Introduction</strong>: The handoff of medical information from one provider to another can be inefficient and error-prone, potentially undermining patient safety. Though several tools for structuring handoffs exist, none provide a concise, standardized framework for ensuring that patient acuity is efficiently and reliably communicated. This prompted the development of a novel tool, the Clinical Acuity Shorthand System (CLASS) for Surgery. This is a patient classification system that incorporates the acuity and severity of illness, phase of care, and key comorbidities into a score that can be used during transitions of care to summarize the overall wellness of the patient and convey the need for additional interventions.<br><br><strong>Methods</strong>: Surgical trainees at a single center were asked to complete a voluntary, anonymous exam in which a novel patient classification system would be applied to 10 theoretical patient scenarios. Responses were scored on the accuracy of classification compared to target answers. Performance was evaluated overall and between groups of trainees; time required to complete the examination was also measured. Following completion of this exercise, respondents were surveyed regarding perceived utility of the system with regard to preventing medical errors and improving efficiency.<br><br><strong>Results</strong>:The study task was completed by 17 participants. Mean time from first exposure to the system to completion of the application task was 10.3 &plusmn; 8.4 minutes. Interns and junior residents were able to apply the system with comparable accuracy, and in fact exceeded the accuracy of senior residents. Most respondents indicated that such a system would be feasible to institute and could prevent medical errors arising from communication breakdowns.<br><br><strong>Conclusion</strong>:CLASS is a novel classification system that can be learned quickly and implemented readily by trainees, and can be used to convey key patient information concisely and with acceptable fidelity regardless of level of training. Further studies are necessary to determine whether CLASS has the potential to decrease the rate of communication-related medical errors during handoff.","Outcomes/Clinical","Patient Safety and Quality","Cross Disciplinary"
"ASC20160386","07.13","QuickShot","Reduction in Arterial Blood Gas Utilization Through Implementation of End-Tidal CO2 Monitoring.","M. A. Wasserman<sup>3</sup>, J. M. Sternbach<sup>3</sup>, M. W. Wandling<sup>3</sup>, M. L. Crandall<sup>1,3</sup>, N. M. Issa<sup>1,3</sup>, S. J. Schwulst<sup>1,3</sup>, K. Y. Bilimoria<sup>2,3</sup>, M. B. Shapiro<sup>1,3</sup>, M. Swaroop<sup>1,3</sup>  <sup>1</sup>Northwestern University,Department Of Trauma & Critical Care,Chicago, IL, USA <sup>2</sup>Northwestern University,Surgical Outcomes And Quality Improvement Center,Chicago, IL, USA <sup>3</sup>Northwestern University,Department Of Surgery,Chicago, IL, USA","<strong>Introduction</strong>: Despite a lack of scientific evidence, obtaining multiple daily arterial blood gas (ABG) values on non-septic mechanically ventilated patients is commonplace in our Surgical Intensive Care Unit (SICU). Invasive arterial sampling has inherent risks to patients, and frequently may be replaced with less invasive monitoring tools. We aim to decrease ABG utilization for ventilatory monitoring by increasing the use of non-invasive end-tidal CO<sub>2</sub> (ETCO<sub>2</sub>) monitoring.<br><br><strong>Methods</strong>: Through multidisciplinary meetings, educational materials were developed and distributed to all SICU healthcare providers, including nursing staff, respiratory therapists, and surgical residents. This education focused on appropriate ABG utilization, the capabilities of ETCO<sub>2</sub> monitoring in managing mechanically ventilated patients, and the practical functionality of the ETCO<sub>2 </sub>devices. On September 1, 2014 a protocol mandating ETCO<sub>2</sub> monitoring for all ventilated patients was implemented in the SICU. Using our institution's Enterprise Data Warehouse, ABG and ETCO<sub>2</sub> monitor utilization data was collected for three months preceding and three months following our intervention.<br><br><strong>Results</strong>:Prior to our educational intervention, 5.63 ETCO<sub>2</sub> monitor recordings were documented per ventilator-day.  Post-intervention, 16.0 ETCO<sub>2</sub> recordings per ventilator-day were recorded. This difference was statistically significant (p&lt;0.01) and represented a nearly three-fold increase in ETCO<sub>2</sub> monitoring. There was a trend towards decreased ABG utilization following our intervention, though this did not meet statistical significance (4.62 pre-intervention vs. 4.13 post-intervention, p=NS).<br><br><strong>Conclusion</strong>:The increase in ETCO<sub>2</sub> utilization following our intervention represents the first step in a culture shift away from considerable reliance on ABG values for routine ventilatory monitoring and toward a less invasive monitoring practice. Though there was a trend towards decreased ABG utilization following intervention, failure to reach statistical significance likely reflects a lack of comfort among providers in rapidly abandoning an ingrained practice.","Outcomes/Clinical","Patient Safety and Quality","Cross Disciplinary"
"ASC20160986","07.14","QuickShot","The World Health Organization Surgical Safety Checklist Improves Post-Operative Outcomes","C. S. Lau<sup>1,3</sup>, R. S. Chamberlain<sup>1,2,3</sup>  <sup>1</sup>Saint Barnabas Medical Center,Surgery,Livingston, NJ, USA <sup>2</sup>New Jersey Medical School,Surgery,Newark, NJ, USA <sup>3</sup>Saint George's University,Grenada, Grenada, Grenada","<strong>Introduction</strong>:  The incidence of in-hospital adverse events is about 10%, with a majority of these related to surgery, and nearly half of these considered preventable events. To improve patient safety, the World Health Organization (WHO) developed a checklist to be used at critical perioperative moments (induction, incision, and prior to the patient leaving the operating room (OR)). This meta-analysis examines the impact of the WHO surgical safety checklist on the incidences of overall complications, surgical site infections (SSI), unplanned return to the OR within 30 days, and overall mortality.<br><br><strong>Methods</strong>:  A comprehensive literature search of all published studies assessing the use of the WHO surgical safety checklist in patients undergoing surgery was conducted using PubMed, Cochrane Central Registry of Controlled Trials, and Google Scholar (1966-2015). Keywords searched included 'World Health Organization', 'surgical checklist', and 'safety checklist'. Inclusion criteria were the use of the WHO surgical safety checklist in any surgical setting, with pre-implementation and post-implementation surgical outcome data. The incidence of various patient outcomes (total complications, SSIs, unplanned return to the OR within 30 days, and overall mortality) and adherence to safety measures (airway evaluation, use of pulse oximeter, presence of catheter lines, prophylactic antibiotics, confirmation of patient and surgical site, and sponge count) were analyzed.<br><br><strong>Results</strong>: 10 studies involving 51,125 patients (27,490 prior to implementation and 23,635 patients after the implementation of the WHO surgical safety checklist) were analyzed. The implementation of the WHO surgical safety checklist significantly reduced the risk of total complications by 37.9% (RR = 0.621; 95%CI 0.519 &ndash; 0.742; p&lt;0.001), SSIs by 45.5% (RR = 0.545; 95%CI 0.416 &ndash; 0.714; p&lt;0.001), unplanned return to OR by 32.1% (RR = 0.679; 95%CI 0.484 &ndash; 0.954; p=0.025), and mortality by 15.3% (RR = 0.847; 95%CI, 0.752 &ndash; 0.954; p=0.006). There was also a significant increase in adherence to safety measures including airway evaluation, use of pulse oximetry, prophylactic antibiotics when necessary, confirmation of patient name and surgical site, and sponge count.<br><br><strong>Conclusions</strong>: The use of the WHO surgical safety checklist is associated with a significant reduction in post-operative complications and mortality. The WHO surgical safety checklist is a valuable tool that should be universally implemented in all surgical centers and utilized in all surgical patients. Additional studies are required to determine optimal strategies for implementation of the WHO surgical safety checklist in different healthcare settings and countries.","Outcomes/Clinical","Patient Safety and Quality","Cross Disciplinary"
"ASC20160977","07.15","QuickShot","On-Call Paging in the Pre- and Post-Electronic Health Record Era","A. M. Jensen<sup>1</sup>, P. Pieper<sup>2</sup>, M. S. Nussbaum<sup>1</sup>, C. L. Leaphart<sup>1</sup>  <sup>1</sup>University Of Florida,Department Of Surgery,Jacksonville, FL, USA <sup>2</sup>University Of Florida,College Of Nursing,Jacksonville, FL, USA","<strong>Introduction</strong>:   The electronic health record and limits on resident work hours have altered patterns of communication between physicians and nurses.  Effective handoffs between interdisciplinary teams and for teams transitioning from day to overnight call are important safety initiatives promoting quality patient care.  Anecdotal evidence suggests that communication is adversely affected by using electronic health records thereby potentially decreasing quality of patient care.  To assess the effects of the EHR and limited duty hours on communication patterns and handoffs, we measured paging volume and nature of calls for on-call interns in pre- and post-implementation periods of the EHR.<br><br><strong>Methods</strong>:   After IRB approval, a data dictionary was created to standardize categories of on-call pages to interns.   A College of Nursing faculty member, blinded to the purposes of the study, categorized the data dictionary into emergent or non-emergent needs.  For on-call interns in General Surgery, a check sheet was created from the data dictionary and reviewed prior to implementation during overnight calls from 5 PM &ndash; 6 AM.  Volume of pages to on call interns was collated by hour and call type for an 8-week period (May &ndash;June 2015).  The data dictionary was used to compare call volume and type in a pre- and post-implementation period of the EHR.<br><br><strong>Results</strong>: Prior to implementation of the EHR, the most common reasons for intern pages were for order clarification (32%, n=82) and pain management (19%, n=50).  Highest call volume occurred between 8 PM -2 AM with only 19% of pages (50/260) determined to be for emergent needs.  Strikingly, after EHR implementation, Pareto analysis determined the highest reasons for call to be consult-related pages (29%,n=178), pain management (12%, n=74), and abnormal labs/test results/vital signs (12%, n=73), indicating that standardized order sets potentially decrease the need for order clarification.  Highest call volume post-EHR implementation occurred between 8 PM &ndash; 2 AM with 71% of pages determined as emergent.  Consistency of times for high volume paging in the pre- and post-EHR periods was determined to be related to hospital throughput and patient flow from the emergency department and operating room to the surgical floors.<br><br><strong>Conclusion</strong>: Although limited duty hours and EHR implementation may alter communication patterns between nurses and physicians, standardization of orders may improve clarity of patient needs and quality of care being provided.  Future efforts in improving delivery of care may focus on improved order sets with attention to specific patient needs.","Outcomes/Clinical","Patient Safety and Quality","Cross Disciplinary"
"ASC20160575","07.16","QuickShot","Evaluating Variability in Implementation of Perioperative Time-Outs: Is There Room For Improvement?","S. P. Lawrence<sup>1,2</sup>, E. M. Hechenbleikner<sup>1,2</sup>, S. Cane<sup>3</sup>, L. Boyle<sup>1,3</sup>, W. B. Al-Refaie<sup>1,2,3</sup>  <sup>1</sup>Georgetown University Medical Center,Washington, DC, USA <sup>2</sup>MedStar Georgetown Surgical Outcomes Research Center,Washington, DC, USA <sup>3</sup>MedStar Georgetown University Hospital,Washington, DC, USA","<strong>Introduction</strong>:  Surgical time-outs have been implemented in operating rooms (OR) to increase adherence to operative safety measures. Hospitals striving to become High Reliability Organizations must maximize safety protocol adherence and better understand sources of variability in heterogeneous OR settings. This study utilized a comprehensive auditing tool to analyze compliance and variation across the perioperative time-out process in a major metropolitan academic medical center.<br><br><strong>Methods</strong>:  Data were collected prospectively by 5 anonymous observers over 10 weeks. The auditing tool was developed by a multidisciplinary OR safety team with key stakeholders from anesthesiology, nursing, and surgery. The tool was a detailed checklist evaluating 3 phases of our time-out process: anesthesia, surgical (incision to closure), and debriefing (end of case before leaving the OR). The anesthesia time-out consisted of 7 criteria, the surgical consisted of 24 criteria, and the debriefing consisted of 10 criteria.<br><br><strong>Results</strong>: In total, 111 time-outs were observed (anesthesia n=29, surgical n=50, and debriefing n=32). The time-outs were initiated during 50 OR cases across 24 surgeons within 7 surgical service lines. Across all service lines, the percentage of time-out content captured in anesthesia, surgical, and debriefing time-outs was 97%, 82%, and 71%, respectively. Between service lines, there were wide variations in the completion rate of surgical and debriefing time-outs (Table 1). Anesthesia time-outs were performed by an attending physician 86% of the time and occurred prior to induction in 97% of cases. Surgical time-outs were performed by an attending physician 98% of the time and occurred prior to draping in 96% of cases. Debriefing time-outs were always performed by an attending physician. Capture rates of surgical content varied from 16% (asking team members to call attention to any problems seen during the case) to 50% (asking team members to introduce themselves by name and role) to 62% (asking team members to address any special considerations during the case) and 100% (naming the procedure and patient information). Finally, within the debriefing time-out, the name of the procedure and reconciling the surgical tool counts were addressed in 84% of cases, while all other content was completed at or below the rate of the debriefing taking place (69%).<br><br><strong>Conclusion</strong>: This perioperative auditing tool discovered wide variation in protocol adherence between surgical service lines. This practical checklist will be the basis for future designed interventions to target specialty-specific areas of need to ensure patient safety and surgical team cohesiveness in the operating room.","Outcomes/Clinical","Patient Safety and Quality","Cross Disciplinary"
"ASC20160152","07.17","QuickShot","Institutional Experience with Concurrent Endocrine and Other Surgical Procedures","R. S. Morris<sup>1</sup>, T. W. Yen<sup>1</sup>, A. A. Carr<sup>1</sup>, S. D. Wilson<sup>1</sup>, D. B. Evans<sup>1</sup>, T. S. Wang<sup>1</sup>  <sup>1</sup>Medical College Of Wisconsin,Surgical Oncology,Milwaukee, WI, USA","<strong>Introduction</strong>: The number of endocrine procedures, specifically parathyroidectomy, thyroidectomy, and adrenalectomy, being performed in the United States is increasing.There is a paucity of literature on the feasibility of combining these procedures in patients who may have indications for other surgical procedures.Therefore, the aim of this study was to determine the effect of performing concurrent surgical procedures on postoperative outcomes.<br><br><strong>Methods</strong>: This is a retrospective review of multiple prospective databases of 2,930 patients who underwent thyroidectomy, parathyroidectomy, and/or adrenalectomy in combination with another procedure, at a single institution. The other procedures included skin, soft tissue, breast or hernia (SSB), abdominal major, abdominal minor, cervical, and 'Other'. Patient demographics, operative details, and 30-day outcomes were reviewed. &lsquo;Endocrine-specific' complications included recurrent laryngeal nerve [RLN] injury, hypoparathyroidism, cervical wound infection, hematoma and other. &lsquo;General' complications included pulmonary or cardiac events and/or complications related specifically to the concurrent procedure.<br><br><strong>Results</strong>:The cohort is comprised of 104 patients (Table 1). Patients were managed by two surgical specialties (general surgery and an additional specialty such as orthopedics, neurosurgery or otolaryngology) in 25 (24%) patients and more than one surgeon in 57 (55%) patients. Overall, 19 (18%) patients had 21 complications, including endocrine-specific complications in eleven (11%) patients. These eleven complications included RLN injury (n=3; 3%), hematoma (n=2; 2%), wound infection (n=1; 1%), transient hypoparathyroidism (n=2; 2%) and other (n=3; 3%). One patient with hypoparathyroidism was treated with oral calcium supplementation; the other patient had a concurrent pancreatectomy and was managed with IV calcium until tolerating an oral diet. The remaining nine &lsquo;general' complications included pneumonia in a patient who also had RLN injury, postoperative arrhythmia in a patient who also had an additional complication, and six (6%) patients with complications specifically related to the concurrent procedure. The last patient underwent an open adrenalectomy and hysterectomy and developed a midline wound dehiscence, which could not be specifically attributed to either procedure.<br><br><strong>Conclusion</strong>:This is a review of 104 patients undergoing a surgical endocrine procedure who underwent a concurrent surgical procedure, ranging from skin and soft tissue to major abdominal procedures. Short-term endocrine-specific complications were managed safely, suggesting that concurrent procedures can be considered, when needed, with minimal effect on patient outcomes.","Outcomes/Clinical","Patient Safety and Quality","Cross Disciplinary"
