"control_number","session_number","session_type","abstract_title","author_block","abstract_body","abstract_type","abstract_scientific_area","abstract_clinical_area"
"ASC20220020","08.01","Quickshot","Racial Disparities in Treatment of Colon Cancer: A Retrospective Cohort Study","A. T. Elsaadi<sup>1</sup>, C. S. Dhanasekara<sup>1</sup>, T. T. Cole<sup>2</sup>, C. T. Shaw<sup>2</sup>, S. Dissanaike<sup>1</sup>, M. Buhavac<sup>1</sup>, O. Alser<sup>1</sup>, T. Wyatt<sup>1</sup>, A. Santos<sup>1</sup>, E. Kim<sup>3</sup>, C. Anding<sup>3</sup>, B. K. Bankhead-Kendall<sup>1</sup> &nbsp;<sup>1</sup>Texas Tech University Health Science Center, General Surgery, Lubbock, TX, USA&nbsp;<sup>2</sup>Texas Tech University Health Sciences Center, Clinical Research Data Warehouse, Lubbock, TX, USA&nbsp;<sup>3</sup>Texas Tech Unviersity Health Science Center, School Of Medicine, Lubbock, TX, USA","<strong>Introduction</strong>: Several studies have shown that placement of colonic stents is an effective procedure for palliation or as a bridge to surgery in patients with malignant large bowel obstructions. Despite being a well-established form of treatment, its lack of availability to certain populations is of concern. Black patients are known to have a higher incidence and mortality rate from colon cancer compared to all other races. Thus, the aim of our study was to investigate the incidence of colonic stent placement in various groups to determine if disparities exist. Our hypothesis was that Black patients with colon cancer were less likely to receive stents than White patients. 


<br><br><strong>Methods</strong>: Deidentified patient datum from 2013-2018 with a diagnosis of colon cancer located between the transverse and sigmoid colon was obtained using the Cerner Health Facts<sup>&reg;</sup> Database and ICD 9/10 codes. CPT codes to discern whether the patient had surgery or stent placement within a year of diagnosis were then added. The 26 patients with both were excluded from our study. A univariable logistic regression model including race (Black, White or other*), sex, geographic region, urban vs. rural, and insurance status compared stent placement to surgery. Subsequently, a multivariable logistic regression model regressed these treatments on the interaction between race with geographic region, and race with urban vs. rural status. All results are shown as odds ratio (OR [95% confidence interval]).

<br><br><strong>Results</strong>: Of 3772 patients analyzed, 3562 underwent surgery and 210 received a stent. There were 2761, 432 and 514 patients in the White, Black and other categories respectively. Approximately 5% of White, 11.6% of Black, and 2.5% of those classified as other received stents. (Figure). Univariable analysis showed patients received stents more often if they were male (OR=1.35 [1.02,1.8]), Black (OR=2.38 [1.69,3.34]), living in the Northeast (OR=1.9 [1.25,2.87]), or from an urban area (OR=1.48 [1.06,2.08]). Multivariable analysis demonstrated increased stent placement compared to surgery in Black patients residing in the South (OR=5.57 [2.35,14.20]) or in those living an urban setting (OR=8.69 [3.13,30.93]). 

<br><br><strong>Conclusion</strong>: Overall, a higher proportion of Black patients compared to White patients received stents in lieu of surgery in colon cancer; these findings were more pronounced in the South and in Urban areas. Further studies are warranted to determine the etiology of, and implications for, these disparities in treatment. 

* = Asian, Native American or Unknown


 
","Clinical/Outcomes","Disparities and Access to Care","Oncology"
"ASC20220149","08.02","Quickshot","Lymph Node Yield as a Measure of Pancreatectomy Quality in Patients Receiving Neoadjuvant Therapy","K. Zhao<sup>1</sup>, A. Fatunmbi<sup>2</sup>, S. Wang<sup>2</sup>, K. J. Young<sup>2</sup>, R. L. Hoffman<sup>2</sup>, J. A. Blansfield<sup>2</sup> &nbsp;<sup>1</sup>Geisinger Commonwealth School of Medicine, Scranton, PA, USA&nbsp;<sup>2</sup>Geisinger Medical Center, Surgical Oncology, Danville, PA, USA","<strong>Introduction</strong>: Surgical therapy for pancreatic cancer is an essential component of treatment, and a high-quality operation should theoretically lead to high cure rate. The methods used to assess surgical intervention should seek to improve quality in order to maximize curative potential. Evaluated lymph node (ELN) yield has been established as a promising measure because of its positive association with improved cure rates in certain cancers. Prior research has suggested that an ELN of at least 15 has contributed to improvements in survival and staging metrics in pancreatic cancer patients. The aim of this study was to determine what impact a high ELN yield of &ge;15 nodes has on oncological outcomes in a novel pancreatic cancer patient population. The secondary objective was to identify the factors that influenced receipt of higher ELN yield surgeries.

<br><br><strong>Methods</strong>: A retrospective cohort study was performed on resectable, non-metastatic pancreatic adenocarcinoma patients who underwent neoadjuvant therapy followed by pancreatectomy from 2004 to 2017 using the National Cancer Database (NCDB). ELN, survival, and perioperative data were collected, and patients with fewer than 15 nodes examined were compared to those who had 15 or more examined for differences in demographic, survival, and perioperative metrics. Univariate and multivariate analyses were performed to determine factors associated with an increased ELN. Cox proportional hazards model was used to identify factors associated with overall survival.

<br><br><strong>Results</strong>: A total of 5,930 patients were included. Fifty-eight percent of patients had 15 or more lymph nodes examined. The high ELN yield group demonstrated a statistically significant improvement in 5-year overall survival rates (P&lt;0.004). A high ELN was also associated with improvements in a number of perioperative outcomes including post-operative stay (P&lt;0.0001), 30-day unplanned readmission (P&lt;0.0275), and 90-day mortality (P&lt;0.0006).

This study also looked at associations with higher ELN yields next. Patients who were treated at a Comprehensive Community (HR = 0.792 [95% CI = 0.689-0.910]) or Integrated Network program (HR = 0.661[95% CI = 0.558-0.783]) were less likely to have 15 or more lymph nodes harvested compared to patients treated at Academic Centers. Facilities with a high surgery volume were more likely to conduct high ELN yield surgeries (HR = 2.861[95% CI = 2.359-3.469]) than those with a low volume. 

<br><br><strong>Conclusions</strong>: An ELN yield of 15 or more nodes improves survival and perioperative outcomes in patients with pancreatic adenocarcinoma who receive neoadjuvant therapy. It therefore serves as a robust and practical measure of surgical quality. While harvest disparities exist between facility and therapy types, all centers should seek ELN yields of 15 or more lymph nodes.
","Clinical/Outcomes","Clinical Surgical Innovations","Oncology"
"ASC20220227","08.04","Quickshot","The Persistence of Poverty and its Impact on Cancer Diagnosis, Treatment and Survival","M. V. Papageorge<sup>1</sup>, A. P. Woods<sup>1, 2</sup>, S. W. De Geus<sup>1</sup>, S. Ng<sup>1</sup>, D. McAneny<sup>1</sup>, J. F. Tseng<sup>1</sup>, K. M. Kenzik<sup>1, 3</sup>, T. E. Sachs<sup>1</sup> &nbsp;<sup>1</sup>Boston University, Department Of Surgery, Boston, MA, USA&nbsp;<sup>2</sup>Johns Hopkins University School Of Medicine, Department Of Surgery, Baltimore, MD, USA&nbsp;<sup>3</sup>University Of Alabama at Birmingham, Department Of Hematology And Oncology, Birmingham, Alabama, USA","<strong>Introduction</strong>: Disparities in cancer outcomes exist in counties with high levels of poverty (&gt;19.5% of residents), but little is known about how the duration of poverty (defined by the USDA as past, current or persistent, since 1980) impacts care. This study examines the association of persistent poverty on the diagnosis, surgical resection and survival of patients with three common cancers: non-small cell lung (NSCLC), breast and colorectal cancer. 

<br><br><strong>Methods</strong>: Patients with NSCLC (n=163352), breast (n=236956) and colorectal (n=122215) cancer were identified from SEER (2012-2016). County-level poverty proportions were obtained from the American Community Survey (1980-2015). Comparing patients in counties experiencing persistent, current, past and no poverty over time, outcomes included advanced stage at diagnosis (stage III-IV), resection of localized disease (stage I-II) and cancer-specific survival. Hierarchical generalized linear models and accelerated failure time models with Weibull distribution were used, adjusted for region and patient-level age, sex, race, stage and insurance status.


<br><br><strong>Results</strong>: Patients living in persistent poverty were more likely to present with advanced stage disease (NSCLC OR 1.17, 95%CI 1.11-1.23; breast OR 1.14, 95%CI 1.07-1.22; colorectal OR 1.02, 95%CI 0.97-1.08), less likely to undergo surgical resection (NSCLC OR 0.77, 95%CI 0.70-0.84; breast OR 0.86, 95%CI 0.76-0.97; colorectal OR 0.80, 95%CI 0.68-0.95) and had increased cancer-specific mortality (NSCLC HR 1.13, 95%CI 1.10-1.17; breast HR 1.23, 95%CI 1.10-1.38; colorectal HR 1.12, 95%CI 1.05-1.19) as compared to those without poverty. These differences persisted compared to counties classified as current and past poverty.

<br><br><strong>Conclusion</strong>: Patients in counties experiencing persistent poverty have worse cancer-specific outcomes than patients in other counties, including those experiencing current or past poverty. This work supports investment in these communities to ensure equitable cancer outcomes.
","Clinical/Outcomes","Disparities and Access to Care","Oncology"
"ASC20220288","08.08","Quickshot","Melanoma Care During the COVID-19 Pandemic: Perception vs. Reality.","M. D. Boudreaux<sup>2</sup>, A. M. Hensley<sup>2</sup>, J. S. Liles<sup>3</sup>, J. H. Howard<sup>3</sup> &nbsp;<sup>2</sup>University Of South Alabama, College Of Medicine, Mobile, AL, USA&nbsp;<sup>3</sup>University Of South Alabama, Department Of Surgery, Mobile, AL, USA","<strong>Introduction</strong>: Melanoma is the most aggressive form of skin cancer with outcomes correlating with tumor stage. Predictions have been made that COVID pandemic-associated treatment delays could be associated with higher stage presentation and worse prognoses. This study compares melanomas excised before vs. during the pandemic to evaluate pandemic related stage progression and oncologic follow up attendance.

<br><br><strong>Methods</strong>: Breslow depth, ulceration, and sentinel lymph node biopsy (SLNB) positivity of primary melanomas treated at our institution during the COVID pandemic (C) were compared to those from the same period the previous year pre-COVID (PC). The C timeframe started the date the Alabama governor closed nonessential business in the state. We used odds ratios to assess the risk of ulceration, sentinel node positivity, and presenting with a more advanced melanoma (stage II or higher) during C vs PC. We compared Breslow depth using the student&rsquo;s t-test. To assess the pandemic&rsquo;s impact on melanoma follow-up, we compared the proportion of patients diagnosed in 2018 vs. 2019 who attended annual recommended surveillance appointments in 2019 and 2020, respectively. C follow up included in-person and telemedicine visits.

<br><br><strong>Results</strong>: The PC and C cohorts had 124 and 107 patients, respectively. The groups were similar in age at diagnosis, gender, history of cancer, and immune status. When comparing PC to C patients, there was no increase in risk of advanced melanomas (34% vs. 40%, OR: 1.26; 95% CI 0.74-2.16; p = .39) or ulceration (23% vs. 25%, OR: 1.19; 95% CI 0.64-2.20; p = .58). The number of patients in each group who underwent sentinel node biopsy was similar (62% vs. 68%) and there was no difference in positivity rates in PC vs. C patients (19% vs. 15%, OR: 0.73; 95% CI 0.31-1.72; p = .71). Mean Breslow depth was similar in both groups (1.67 vs. 1.91 mm; p = .19). We further divided C patients into early and late groups by 6 month increments. We did not find a difference between the early vs. late C patients in relation to Breslow depth, ulceration or SLNB positivity rates at time of presentation. We did not detect a difference in the proportion of patients who attended annual recommended follow up surveillance after being diagnosed in 2018 vs. 2019 (85% vs. 73%, OR: 2.12; 95% CI 0.72-6.27; p = .17).

<br><br><strong>Conclusion</strong>: Patient access and treatment related to melanoma care at an academic tertiary referral cancer center were not associated with worse stage presentation during the COVID pandemic. This suggests that pandemic-related closure of nonessential businesses and health care access precautions to prevent spread of COVID-19 were not associated with delayed diagnosis, treatment or oncologic follow up for melanoma.
","Clinical/Outcomes","COVID-19","Oncology"
"ASC20220445","08.09","Quickshot","Burden of Care for Patients with In-Transit Melanoma","Z. Duncan<sup>1</sup>, N. Garcia<sup>1</sup>, T. Correya<sup>1</sup>, C. Amu-Nnadi<sup>1</sup>, K. Broman<sup>1, 2</sup> &nbsp;<sup>1</sup>University Of Alabama at Birmingham, School Of Medicine, Birmingham, Alabama, USA&nbsp;<sup>2</sup>University Of Alabama at Birmingham, Department Of Surgical Oncology, Birmingham, Alabama, USA","<strong>Introduction</strong>: The patient burden of melanoma treatment is vast. The purpose of this study is to compare the burden of treatment for a small, but especially complex, subset of melanoma patients with in-transit metastases (ITM). ITM is defined as subcutaneous or cutaneous deposits of melanoma cells that are distinct from the primary site but does not reach the draining nodal basin. ITM represents a heterogenous and aggressive disease process. Current treatments (surgery, systemic, intralesional, radiation, and limb perfusion) are diverse in treatment profile (time, side effects, risk, etc.). There is no current standard of therapy selection for ITM due to the lack of large-cohort comparative studies, thus anticipated burden of care may have a greater impact on therapy selection.

<br><br><strong>Methods</strong>: Patients with in-transit melanoma, without distant metastasis, who had at least one treatment course managed at our institution from July 1, 2015 through December 31, 2020 were included in the study. To evaluate the treatment burden of in-transit care, number of clinic visits, number of inpatient hospital days, number of treatment courses, and median distance traveled were gathered and utilized to compare the treatment types. Descriptive statistics were used for patient and disease characteristics. Comparison of treatment burden was done by Wilcoxon rank sum tests and treatment response with chi-squared tests. Thematic analysis was used to characterize factors associated with treatment selection.

<br><br><strong>Results</strong>: Of the 89 patients assessed, 42 met inclusion criteria. Surgery, systemic, intralesional, and radiation therapies were assessed. Limb perfusion was not utilized by any patient in the cohort, and therefore excluded in analysis. Number of in-transit lesions had the greatest impact of first treatment course (p= 0.007). Patients with only 1 in-transit lesion had the highest utilization of surgery as a first-line therapy, while patients with more than 4 lesions had high systemic therapy utilization. Median number of clinic visits for each therapy were: systemic therapy (10 visits), intralesional therapy (5 visits), radiation (4 visits), and surgery (3 visits). Median travel distance for the cohort was 66.5 miles. At a median follow up time of 8.8 months, 52 percent of the cohort had utilized more than one therapy to manage disease and 33 percent had progressed to distant disease. 

<br><br><strong>Conclusion</strong>: Burden of care for patients with in-transit melanoma is high and an important aspect of setting expectations of the treatment course for a newly diagnosed patient. Further, burden of care data may aide in patient decision-making of treatment courses that align with personal preferences. 

 
","Clinical/Outcomes","Disparities and Access to Care","Oncology"
"ASC20220446","08.10","Quickshot","The Impact of COVID-19-Related Delays in Surgical Management of Peritoneal Surface Malignancies","D. Sood<sup>1</sup>, A. Dhiman<sup>1</sup>, C. T. Ong<sup>1</sup>, A. Y. Liu<sup>1</sup>, J. Belanski<sup>1</sup>, K. K. Turaga<sup>1</sup>, O. S. Eng<sup>1</sup> &nbsp;<sup>1</sup>University Of Chicago, Department Of Surgery, Section Of Surgical Oncology, Chicago, IL, USA","<strong>Introduction</strong>: The COVID-19 pandemic has required triage of surgical care and thereby delays in operative intervention. The impact of these delays on the oncologic outcomes of patients with peritoneal surface malignancies (PSM) is unknown. We aim to characterize this impact at our institution.

<br><br><strong>Methods</strong>: We performed a retrospective review at a single, high-volume, academic institution of patients with PSM whose planned oncologic operations were delayed due to the COVID-19 pandemic. Demographic and clinicopathologic data were collected. Imaging reports and operative reports were reviewed to assess for evidence of either radiologic or occult progression of disease during the delay. Time to Surgery (TTS) was defined as the number of days from the decision to operate to the actual date of surgery. Descriptive statistics were performed.

<br><br><strong>Results</strong>: A total of 27 patients were identified, 63% of which were female, and 100% were Caucasian. The median age was 60 years (range 39-84). Fifteen patients had an appendiceal primary histology, 3 each had colorectal and mesothelioma, 2 each had gastric and ovarian, and 1 each had sarcoma and thymoma primaries. While the majority of patients sustained a delay due to triage of non-emergent cases, 2 had operations postponed after they contracted COVID-19. Median TTS was 72 days (range 47-218). During this time, 11 (40.7%) of the 27 patients had evidence of either radiologic progression or occult progression noted at the time of surgery; 2 patients did not have radiology available for review and were thus unevaluable for radiologic progression. Two patients had progressive disease that precluded surgery and 1 was lost to follow up before undergoing surgery. Two operations were aborted due to occult progression noted at the time of surgery. Other impacts of the delays included either initiation or continuation of systemic chemotherapy in 9 patients (33.3%), and additional surgical intervention (repeat staging laparoscopy prior to cytoreduction) in 2 patients (7.4%). During a median follow-up time of 15.7 months, 8 patients (29.6%) died. Of the 8 patients who died, 5 were noted to have evidence of disease progression during the TTS.

<br><br><strong>Conclusion</strong>: Amongst patients with peritoneal surface malignancies, a delay in planned operative intervention had a negative impact on oncologic outcomes including disease progression, resectability, and need for additional interventions such as chemotherapy and repeat procedures. Our understanding of the full and long-term impact of the COVID-19 pandemic on oncologic care will continue to evolve.
","Clinical/Outcomes","COVID-19","Oncology"
"ASC20220637","08.15","Quickshot","COVID-19 Pandemic Delayed Care for Patients with Esophageal Cancer","H. Khan<sup>1</sup>, C. Johnson<sup>1</sup>, J. Malwankar<sup>1</sup>, K. Melinosky<sup>1</sup>, R. Alsaad<sup>1</sup>, V. Lam<sup>2</sup>, J. Ha<sup>1</sup> &nbsp;<sup>1</sup>The Johns Hopkins University School Of Medicine, Surgery, Baltimore, MD, USA&nbsp;<sup>2</sup>The Johns Hopkins University School Of Medicine, Medicine, Baltimore, MD, USA","<strong>Introduction</strong>: The SARS-CoV-2 virus leading to the COVID-19 pandemic has substantially affected everyone across the globe. The direct effects of infection and subsequent mitigation strategies of social distancing have resulted in severe disruptions in access and delivery of medical care. Esophageal cancer patients may be especially vulnerable to these interruptions in care, given that they are commonly diagnosed in older age, have advanced disease at presentation, and a 5-year survival as low as 19.9% according to National Cancer Institute data. The purpose of this study was to evaluate the impact of this pandemic on the delivery of care received by esophageal cancer patients at our institute focusing on their evaluation and management. 

<br><br><strong>Methods</strong>: This is a retrospective cohort study based on our institution&rsquo;s electronic database. International Classification of Diseases codes were used to identify patients with esophageal cancer. We defined our COVID era as March to December 2020 and compared patients in this cohort with a control &lsquo;pre-COVID era&rsquo; cohort defined as March to December 2019. Patient charts were reviewed to extract sociodemographic and relevant clinical data. We recorded the dates of patient&rsquo;s first visit with a healthcare provider for their gastrointestinal symptoms as well as their date of histopathological diagnosis - which was used to categorize patients into our 2 cohorts, COVID and pre-COVID. Emergent diagnosis was defined as ED visits leading to esophageal cancer diagnosis in the index admission. T-test was used for continuous variables and Chi-square for categorical variables when performing statistical analysis. Approval for study protocol was taken from the Institutional Review Board at The Johns Hopkins Hospital.

<br><br><strong>Results</strong>: We identified 134 patients with esophageal cancer, with 87 from the pre-COVID and 47 from the COVID era. Patients in the COVID cohort had a higher median age (71.5 vs 68.5 years; p= 0.06), an increased proportion of emergent diagnosis (21.9% vs 11.8% p= 0.14), an increased duration between their first provider visit and histopathological diagnosis (median 41 vs 14 days; p= 0.03), and an increased duration from diagnosis to start of treatment (median 40.5 vs 29 days; p= 0.04) than patients in the pre-COVID cohort. In the COVID group, 54.8% of the patients had locally advanced disease compared to 38.9% in the pre-COVID group. Stage 4 disease was present in 40.3% of the patients in the pre-COVID group compared to 28.6% in the COVID group. Only 2 patients (5%) had a positive COVID PCR test in the COVID era.

<br><br><strong>Conclusion</strong>: The COVID-19 pandemic has led to significant delays in accessing care for patients with esophageal cancer. Larger studies and following these patients over time will further clarify the prevalence and impact of such changes. In the meantime, focus on appropriate delivery of care should be increased so that outcomes for our most vulnerable patients can be improved.
","Clinical/Outcomes","COVID-19","Oncology"
"ASC20220998","08.17","Quickshot","Cancer Registry Data Shows Military Health System Patients Have Earlier Tumor Stage at Diagnosis","J. T. Flanary<sup>1</sup>, J. Lin<sup>2, 3, 4</sup>, C. Shriver<sup>2, 3</sup>, K. Zhu<sup>2, 3, 4</sup> &nbsp;<sup>1</sup>Walter Reed Army Medical Center, Department Of General Surgery, Washington, DC, USA&nbsp;<sup>2</sup>Uniformed Services University Of The Health Sciences, Murtha Cancer Center, Bethesda, MD, USA&nbsp;<sup>3</sup>Uniformed Services University Of The Health Sciences, Department Of Surgery, Bethesda, MD, USA&nbsp;<sup>4</sup>Uniformed Services University Of The Health Sciences, Department Of Preventive Medicine And Biostatistics, Bethesda, MD, USA","<strong>Introduction</strong>: 
Early detection of cancer results in decreased mortality, and in order for a malignancy to be detected and diagnosed, a person must have access to medical care. The population of military individuals, retirees, and their families has free care or care with a minimum out-of-pocket cost provided through TRICARE. This contrasts to the general population, in which insurance coverage is affected by many factors, including employment status, income, and age. This study uses two databases to make comparisons in cancer stage at time of diagnosis between patients with TRICARE, private insurance, Medicaid, and uninsured patients. We hypothesize that comprehensive insurance plans allow for patients to seek care earlier and have earlier detection and diagnosis of malignancy.

<br><br><strong>Methods</strong>: 
The Automated Central Tumor Registry (ACTUR) includes cancer patients diagnosed or treated at military treatment facilities, whereas the Surveillance, Epidemiology, and End Results (SEER) program tracks cancer diagnoses in certain areas in the US. For the years 2007-2013, four cancers were selected for the study&mdash;breast, prostate, lung, and colon. The analysis was adjusted for age, sex, race, Hispanic ethnicity, and diagnosis year. Stratified analysis was performed according to age, gender, race, and year of diagnosis. Adjusted odds ratios compared advanced stage to early stage according to insurance status. Each insurance group in the SEER database was compared to ACTUR as the reference. 

<br><br><strong>Results</strong>:
There were 18,440 patients included in ACTUR and 821,177 patients included in SEER. For all cancer types, patients in the SEER-insured/no specifics, Medicaid, and uninsured groups had significantly greater adjusted OR of advanced stage disease compared to ACTUR. The SEER-insured group also had a significantly greater risk of advanced stage disease in cases of prostate cancer and lung cancer. The risk of advanced stage disease was most prominent in lung cancer, with adjusted OR of 1.74 (95% CI 1.61-1.88) in the SEER-insured group compared to ACTUR.

<br><br><strong>Conclusion</strong>:
The ACTUR population showed significantly earlier stage of cancer diagnosis compared to the SEER groups for all cancers. Screening rates likely have a contributing role, especially in prostate cancer, however comparisons of screening rates between ACTUR and SEER are limited. The lung cancer data suggests an example where initial presentation driven by symptoms results in earlier stage diagnosis in ACTUR. A limitation of the data is that metrics of socioeconomic status or health behaviors are not included in the databases, however may be associated with both insurance status and cancer risk.
 
","Clinical/Outcomes","Disparities and Access to Care","Oncology"
"ASC20221130","08.18","Quickshot","Evaluation of the Role of Liver Metastasectomy in the Treatment of Stage IV Endometrial Cancer","X. L. Baldwin<sup>1</sup>, J. Park<sup>1</sup>, J. C. Mira<sup>1</sup>, L. H. Clark<sup>1</sup>, H. Kim<sup>1</sup>, M. T. LeCompte<sup>1</sup> &nbsp;<sup>1</sup>University Of North Carolina At Chapel Hill, Chapel Hill, NC, USA","<strong>Introduction</strong>: 
Liver resection has become a major component of managing metastatic gastrointestinal malignancies. Treatment of metastatic colorectal and neuroendocrine cancer in the liver has been well established, however, the role of hepatic metastasectomy for gynecologic cancers remains controversial. Endometrial cancer (EC) is the second most common gynecologic cancer worldwide and management of advanced stage disease is complex requiring multimodal therapy. In the setting of isolated liver metastasis, the role of resection remains unclear. The purpose of this study is to analyze the use of liver resection in the treatment of metastatic EC. 

<br><br><strong>Methods</strong>: 
The American College of Surgeons National Cancer Database was queried to perform a retrospective analysis of adult women with stage IV EC and isolated metastasis to the liver between 2010 and 2016. Patients who had non-epithelial carcinomas, metastasis to other sites, or incomplete surgical data were excluded from the study. Overall survival was estimated with Inverse Probability of Treatment&ndash;Weighted (IPTW) curves. We used IPTW Cox proportional hazard regression to examine the association between liver metastasectomy (LM) and all-cause mortality.

<br><br><strong>Results</strong>:
Among 801 stage IV EC patients with metastasis to the liver, 141 (18%) underwent LM, 496 (61.9%) received chemotherapy, and 123 (15.3%) had chemotherapy and LM. The majority of patients were white (64.2%), insured with Medicare/Medicaid (58.4%), and treated at an academic/research program (44.8%). Of those who underwent any chemotherapy, the 1-, 2-, and 3-year survival for chemotherapy+LM versus chemotherapy alone were (65.9 vs. 56.5%), (40.9 vs. 32.9%), and (27.6 vs 22.7%) respectively (Figure 1). In unadjusted analysis, chemotherapy+LM group had reduced mortality risk (HR=0.77, 95% CI=0.61, 0.98; p=.036) with longer median survival time (19.7 vs. 15.2 months) compared to chemotherapy alone group. After adjusting for age, race/ethnicity, stage, grade, histologic subtype, comorbidity index, and radiotherapy receipt, albeit statistically non-significant, we observed a possible reduction in mortality risk associated with chemotherapy+LM (HR=0.76, 95% CI=0.56, 1.04; p=.083) compared to chemotherapy alone.


<br><br><strong>Conclusion</strong>:
This study of LM for EC suggests that LM in addition to chemotherapy may be associated with improved survival outcomes for patients with EC. Further prospective study in a larger sample is required to determine which patients benefit most from metastasectomy consideration. 
 
","Clinical/Outcomes","Clinical Surgical Innovations","Oncology"
"ASC20221334","08.19","Quickshot","Neighborhood Deprivation, Hospital Quality and Mortality After Cancer Surgery","S. N. Bonner<sup>1, 2</sup>, A. Ibrahim<sup>1, 2</sup>, J. Dimick<sup>1, 2</sup>, H. Nathan<sup>1, 2</sup> &nbsp;<sup>1</sup>University Of Michigan, Department Of Surgery, Ann Arbor, MI, USA&nbsp;<sup>2</sup>University Of Michigan, Center For Healthcare Outcomes And Policy, Ann Arbor, MI, USA","<strong>Introduction</strong>: 
The association between social risk factors and outcomes for patients undergoing high-risk cancer operations, independent of clinical risk, has been well documented. To what extent neighborhood deprivation as an isolated social risk factor is associated with mortality is less known. Using Area Deprivation Index (ADI), a composite measure of housing, education, and employment, we evaluated the association between neighborhood deprivation and mortality, disparities in mortality across deprivation levels and if increased hospital quality was associated with reduction in disparities after complex cancer surgery.

<br><br><strong>Methods</strong>: 
Using 100% Medicare fee-for-service claims, we analyzed data on 188,970 Medicare beneficiaries &gt;age 65 undergoing rectal resection, lung resection and pancreaticoduodenectomy for cancer between 2014 and 2018. Clinical risk-adjusted 30-day post-operative mortality rates were used to stratify hospitals into quintiles of quality. Beneficiaries were stratified into quintiles based on census tract ADI. The association of hospital quality and neighborhood deprivation with 30-day mortality was assessed using logistic regression. 

<br><br><strong>Results</strong>:
At low-quality hospitals, patients from the most deprived (high ADI) areas had significantly higher risk-adjusted mortality than those from the least deprived (low ADI) areas for all procedures with a mortality disparity detected for pancreaticoduodenectomy (15.9% vs 12.9%; OR=1.26, P&lt;.001), lung resection (8.3% vs 7.8%; OR 1.22, P&lt;0.001), and rectal resection (8.83% vs 8.16%; OR 1.06, P&lt;0.001). Care at a high-quality hospital significantly decreased mortality for patients from high and low ADI areas following pancreaticoduodenectomy (3.1% vs. 2.9%; OR=1.10; P&lt;0.001), lung resection (1.9% vs 1.7% (OR 1.08, P&lt;0.001) and rectal resection (1.4% to 1.5%; OR 0.92, P=0.02). Hospital quality also attenuated disparities across deprivation levels. For example, the absolute difference in mortality for high-ADI vs low-ADI patient undergoing pancreaticoduodenectomy was 3.0% at low-quality hospitals but decreased to 0.2% at high-quality hospitals (Table 1). For lung resection, the absolute mortality difference was reduced from 0.5% at low-quality hospitals to 0.2% at high-quality hospitals. For rectal resection, it was reduced from 0.6% to 0.1%.

<br><br><strong>Conclusion</strong>:
Receipt of surgery at a high-quality hospital was associated with reduced 30-day risk-adjusted mortality disparities based on neighborhood deprivation for 3 complex cancer procedures. Initiatives to increase access to high quality hospitals for patients from high deprivation levels may improve outcomes and contribute to mitigating disparities.
 
","Clinical/Outcomes","Disparities and Access to Care","Oncology"
